entry_id,age,monthly_income,years_employed,current_address_year,amount_requested,risk_score,inquiries_last_month,pay_schedule,home_owner,has_debt,personal_account_months,avg_risk_score,avg_ext_quality_score,e_signed
9721297,47,4580,9,0,2800,60950,4,weekly,0,1,38,0.7274714285,0.529057,1
2870239,24,3170,2,0,1000,44550,6,bi-weekly,1,1,18,0.6749139494999999,0.5303979999999999,0
2484448,21,6625,3,0,400,55850,4,bi-weekly,1,1,26,0.68043366175,0.656148,0
4005243,35,1780,5,4,500,63300,5,semi-monthly,1,1,54,0.7117920555,0.515844,1
4220947,43,1700,2,1,900,59850,3,bi-weekly,0,1,50,0.6803375525,0.601876,1
6020401,59,3650,4,4,500,60800,4,bi-weekly,1,0,73,0.7094161109999999,0.771625,0
9480146,43,5487,2,1,700,42550,21,bi-weekly,1,1,28,0.59400235275,0.4794600000000001,0
5241241,59,2645,3,3,600,65500,7,bi-weekly,1,1,25,0.7015009357499999,0.628012,1
8241034,25,6600,5,9,400,58800,2,weekly,1,1,74,0.7396252445,0.445221,0
4785897,40,7047,3,1,700,60250,2,bi-weekly,1,1,28,0.7796865974999999,0.625453,1
6826418,46,3895,6,5,800,59000,9,bi-weekly,1,1,85,0.6400564900000001,0.36512500000000003,1
3322163,60,6100,5,6,1100,57200,7,weekly,1,0,86,0.77254397425,0.669,1
7837145,40,2690,3,6,400,53850,2,bi-weekly,0,1,38,0.6388673815,0.582384,1
1461133,43,3045,5,4,2400,67800,8,bi-weekly,1,1,49,0.7915442054999999,0.665991,1
5614080,61,5100,5,5,450,51700,4,monthly,0,1,98,0.64265699375,0.596654,1
5615399,61,4780,6,2,2800,79050,7,bi-weekly,0,1,26,0.7466879734999999,0.6795770000000001,1
6912374,47,4150,2,0,600,61050,5,bi-weekly,1,1,40,0.81149284125,0.8991809999999999,0
4246692,38,2650,4,5,500,54900,3,bi-weekly,0,1,38,0.68343380325,0.5944020000000001,1
1721006,42,5110,5,3,600,27550,5,weekly,0,1,2,0.63251591725,0.513531,1
2890270,59,4575,3,4,900,59400,4,bi-weekly,1,1,25,0.6651304065,0.617946,0
4271383,56,3635,6,8,600,50750,5,bi-weekly,1,1,54,0.79458730425,0.702021,1
9552516,67,3675,6,1,900,78200,15,monthly,1,1,85,0.71157684375,0.666131,0
6201602,74,6140,4,3,800,55100,7,bi-weekly,1,1,91,0.7476716689999999,0.587099,1
8489691,43,2635,3,2,700,51950,4,bi-weekly,0,0,49,0.731240378,0.5499510000000001,1
6387363,35,3020,7,7,400,59050,2,bi-weekly,1,1,15,0.64925875025,0.664149,0
3471245,66,5015,7,6,400,77600,2,bi-weekly,0,1,54,0.7081256975,0.684653,0
8012658,66,2735,4,6,1100,84150,6,bi-weekly,1,1,62,0.83275578075,0.798647,0
3805042,46,6235,6,2,2900,81500,7,semi-monthly,1,1,26,0.7186463642500001,0.559343,1
7101212,41,2630,3,1,600,58950,4,weekly,0,1,38,0.77788805475,0.632711,1
4973075,66,3225,2,3,700,70800,7,bi-weekly,1,0,50,0.8462560077500001,0.6660569999999999,1
7131090,30,3250,2,2,400,59000,4,bi-weekly,0,1,37,0.6748942482499999,0.837266,1
9146174,31,4635,1,1,2800,78900,2,bi-weekly,1,1,12,0.6793174992500001,0.6681140000000001,1
6662197,41,2325,6,2,900,61350,5,bi-weekly,0,1,43,0.8449910494999999,0.6885699999999999,0
6111283,39,5055,3,3,900,65400,2,semi-monthly,1,1,38,0.65451406075,0.599891,1
9042833,61,5140,1,1,800,43750,6,weekly,0,1,42,0.716013095,0.586852,0
5042511,34,3715,1,2,600,52850,9,semi-monthly,0,1,42,0.7033705335,0.6067819999999999,1
2085162,41,5220,6,3,400,41150,30,bi-weekly,1,1,40,0.7055835835,0.548335,0
7869637,50,6765,6,2,2800,68300,8,monthly,0,1,2,0.751944592,0.576837,1
6375893,38,5220,5,4,2900,67350,6,bi-weekly,0,1,26,0.838805606,0.72972,1
7850197,35,2145,3,2,700,56250,5,weekly,0,1,39,0.783039978,0.48013700000000004,1
9348875,29,1530,3,2,500,71600,5,bi-weekly,0,1,2,0.683140241,0.584389,1
3399898,69,2740,5,7,900,62550,6,monthly,1,1,100,0.73287424975,0.645194,0
1756001,35,4550,3,4,1200,68100,3,semi-monthly,0,1,12,0.8390522315,0.734535,1
6039544,84,6730,5,8,1900,82350,8,bi-weekly,1,1,42,0.56704754325,0.263346,1
6510929,43,4010,4,4,1900,95050,4,bi-weekly,1,1,39,0.64303432725,0.607388,1
7296896,29,5005,2,2,400,65000,7,bi-weekly,1,0,50,0.6832453085,0.6828020000000001,0
6658485,36,1565,1,2,700,39400,8,bi-weekly,1,1,27,0.7264252632500001,0.741379,0
7871329,44,3525,7,1,900,52600,7,bi-weekly,0,1,63,0.6026729435,0.615961,1
1537488,34,9384,6,4,900,54450,5,bi-weekly,1,0,50,0.6492382404999999,0.408176,0
3433087,34,4555,3,9,1200,72550,7,bi-weekly,1,1,42,0.7437045495,0.5792889999999999,0
5531780,50,5150,9,8,1600,71600,5,weekly,1,1,26,0.7392587555000001,0.812009,1
8336715,56,4749,2,1,400,88050,4,bi-weekly,1,0,49,0.7127976345,0.471688,0
2401388,36,2055,5,4,800,52850,11,bi-weekly,0,1,64,0.762509018,0.636509,0
2744012,47,2445,9,8,1100,81550,4,weekly,1,1,29,0.8475510479999999,0.7416879999999999,0
6648939,39,2760,3,3,400,69800,9,bi-weekly,0,1,18,0.722030079,0.5683210000000001,1
9085984,55,1835,1,1,700,71700,5,semi-monthly,0,1,25,0.75112086575,0.795408,1
7199954,49,2160,6,1,700,73650,2,weekly,0,1,42,0.7227691589999999,0.451113,0
3730622,31,2900,0,4,600,53650,3,weekly,0,1,38,0.8026745915,0.7063600000000001,0
2839290,31,3700,2,3,550,42300,9,bi-weekly,0,0,49,0.66186969125,0.636137,1
2565641,38,8717,6,3,3200,70000,8,weekly,1,1,54,0.7396456610000001,0.730251,1
9980935,46,3775,3,3,600,77600,6,weekly,1,1,51,0.7762225012500001,0.6040220000000001,1
1719053,32,3090,3,2,400,68000,6,monthly,1,1,41,0.7143254637500001,0.6422760000000001,0
2270191,39,6760,7,1,600,55950,2,bi-weekly,0,1,17,0.6488579800000001,0.606119,0
9624565,29,2650,2,3,1100,45650,7,semi-monthly,0,1,41,0.77596712375,0.720643,0
6671592,46,3605,4,5,1700,81600,3,weekly,1,1,42,0.7617261820000001,0.668899,1
4066951,54,3250,6,2,900,53100,9,bi-weekly,0,1,26,0.6858654405,0.5083840000000001,1
4820694,59,5245,6,6,900,52150,6,semi-monthly,1,1,25,0.6122712625,0.477452,1
3374802,33,3453,1,2,500,47250,5,bi-weekly,0,1,40,0.644442937,0.615931,1
9108490,58,3650,10,1,400,92600,5,bi-weekly,1,1,18,0.70076666825,0.5871550000000001,0
3292828,48,3585,2,2,600,69150,7,bi-weekly,0,0,54,0.798067801,0.522967,0
9347077,57,3520,3,3,1100,73400,2,bi-weekly,1,1,44,0.7181027485,0.5928059999999999,1
6093319,55,2785,3,2,1100,39000,11,bi-weekly,1,1,62,0.6009144144999999,0.5729420000000001,0
5936488,43,3535,3,1,900,49800,3,bi-weekly,0,1,26,0.5906769912500001,0.364258,1
9362959,40,3190,0,5,800,71950,5,bi-weekly,0,1,28,0.66158870025,0.571207,0
9263090,42,3195,5,2,800,55550,4,weekly,0,1,15,0.77737721075,0.808311,1
5452383,28,2175,1,0,500,32700,15,bi-weekly,1,1,27,0.7151605052500001,0.499924,1
6624309,53,1680,7,5,1100,60000,7,bi-weekly,0,1,50,0.73528392725,0.6667909999999999,0
5395727,59,4520,3,4,400,56250,7,monthly,0,0,15,0.641652055,0.48655800000000005,0
4752872,48,3180,6,9,600,69950,4,bi-weekly,0,1,30,0.74959137675,0.671134,0
7544289,36,2470,6,2,400,72150,4,bi-weekly,0,1,97,0.7599953969999999,0.615421,1
3019939,53,2790,2,3,800,57000,3,weekly,0,1,43,0.8262897585,0.5876239999999999,0
9803160,44,7593,3,2,700,65950,6,bi-weekly,1,1,74,0.7584828042499999,0.6272789999999999,0
4576764,52,2190,4,4,500,47450,7,weekly,0,1,50,0.801279917,0.790461,1
9806402,59,3595,6,10,1100,44100,6,weekly,0,1,54,0.71364461575,0.55103,0
5607187,31,3255,6,3,1100,77300,4,weekly,0,1,73,0.7302732537500001,0.543411,0
4887719,35,3790,8,8,800,36450,4,weekly,1,1,41,0.7793987852500001,0.6685350000000001,0
3388289,39,2615,3,1,600,70900,5,weekly,0,1,17,0.7380164035000001,0.464065,0
4040580,36,3785,5,4,800,40750,9,bi-weekly,1,1,40,0.85981523325,0.5616439999999999,1
3985854,66,2540,4,2,700,34800,10,weekly,1,1,62,0.663008695,0.662679,0
4784925,54,3160,0,7,800,54750,4,bi-weekly,0,1,42,0.68708910625,0.636265,1
6446159,26,3625,3,0,400,38250,13,bi-weekly,0,1,62,0.82596907575,0.6638379999999999,1
1488357,57,6600,5,10,1700,97950,9,bi-weekly,1,1,30,0.5933525645000001,0.272057,1
8239574,50,3020,0,2,700,56600,2,bi-weekly,0,1,39,0.67059063425,0.574997,1
8997243,24,1755,1,0,600,53800,5,bi-weekly,0,1,29,0.65218328775,0.5125310000000001,1
2266114,38,3215,1,4,400,53200,5,semi-monthly,0,1,54,0.72223244825,0.7046300000000001,0
5403407,51,5235,3,4,500,34000,7,weekly,0,1,33,0.730294461,0.582852,1
5262127,75,5010,5,6,600,77950,7,bi-weekly,0,1,28,0.839748001,0.797426,0
7200900,36,3260,5,7,550,34250,17,monthly,0,0,55,0.74137573875,0.638935,0
4489767,41,2813,2,3,500,55050,10,bi-weekly,0,1,50,0.75047402475,0.7245159999999999,0
2691964,35,3910,4,2,1050,59650,7,weekly,1,1,27,0.756534097,0.83034,1
2263809,34,3995,6,3,400,49450,4,weekly,0,1,55,0.7586253705,0.549805,0
2276812,24,3235,1,11,500,70700,7,bi-weekly,1,0,38,0.8211079697500001,0.698412,1
7158055,47,1720,4,7,400,57900,7,weekly,0,1,13,0.7581299054999999,0.616789,1
9340647,39,5190,3,2,1100,47800,4,monthly,0,1,86,0.5532867667500001,0.382335,0
5772605,28,3331,4,4,800,39000,5,bi-weekly,0,1,16,0.588810384,0.558813,1
7771949,34,1945,2,4,400,46200,8,bi-weekly,0,1,14,0.6969315357500001,0.821876,1
2773263,50,4790,6,5,800,59300,2,bi-weekly,0,1,31,0.682993339,0.490016,1
3532022,37,3640,1,8,2600,43750,14,bi-weekly,1,0,38,0.79515862575,0.67503,0
6267734,50,3410,1,4,400,48300,7,bi-weekly,0,1,28,0.57668547775,0.666191,0
4776939,36,1755,3,5,550,35150,7,bi-weekly,0,1,38,0.690218832,0.7146300000000001,1
4672690,39,5145,2,2,1450,67850,5,monthly,1,0,17,0.59192703925,0.622249,0
7772579,44,3765,1,2,700,74450,5,bi-weekly,1,1,29,0.66436209275,0.6160490000000001,0
5705788,53,2285,3,4,1000,60700,6,semi-monthly,1,0,61,0.7284180097499999,0.7241500000000001,1
5985876,37,2625,0,3,1200,44400,5,bi-weekly,1,1,38,0.7529490935,0.567887,0
4034490,42,2565,7,6,900,62850,6,bi-weekly,0,1,85,0.8313072505,0.9002709999999999,0
4562767,35,3240,5,1,600,72800,4,bi-weekly,1,0,42,0.6888809739999999,0.6769499999999999,0
5058286,40,6260,1,5,800,79950,4,bi-weekly,1,0,38,0.62674441275,0.634463,0
6740900,43,2665,5,1,600,65800,2,bi-weekly,0,0,37,0.7643046874999999,0.6712640000000001,1
9485252,37,2291,3,1,500,41550,6,monthly,1,0,50,0.70738132375,0.7400680000000001,0
9635703,61,3025,3,1,400,66300,5,weekly,1,1,61,0.79335593475,0.53709,0
6847309,38,2695,4,4,600,50400,2,bi-weekly,0,0,74,0.68192172525,0.507475,0
6515217,58,2240,3,2,500,31550,19,bi-weekly,0,1,1,0.69866424175,0.68746,0
9201491,34,3260,2,1,400,53650,6,weekly,1,0,37,0.749476098,0.532624,0
8638460,47,4765,9,4,2900,69800,6,semi-monthly,0,0,38,0.87738773025,0.663003,1
3051847,38,1620,1,2,400,55050,3,semi-monthly,1,1,30,0.608517328,0.686395,1
6815242,33,5250,2,4,400,66750,4,bi-weekly,1,1,54,0.7449032065,0.529172,0
3758216,23,2620,3,2,2800,81800,5,bi-weekly,0,1,42,0.7072194245000001,0.5880939999999999,0
6763026,23,1820,1,0,600,51150,4,weekly,0,1,25,0.8799934425,0.647127,0
4711498,30,3655,1,3,700,60000,9,bi-weekly,0,1,74,0.6854058670000001,0.776145,1
6291069,29,3185,5,0,700,54850,2,semi-monthly,0,1,29,0.75658065,0.624304,1
7225605,54,2085,9,9,800,77350,15,semi-monthly,1,1,39,0.5069268935,0.6730529999999999,1
3219211,33,1815,3,7,1100,69200,7,bi-weekly,1,1,26,0.6995012657499999,0.816373,1
9454259,26,1630,3,1,700,55250,14,weekly,1,1,39,0.697418999,0.65751,1
2624707,43,2100,7,2,400,43800,3,bi-weekly,0,1,30,0.6602053625,0.5991899999999999,0
6707103,62,2797,5,5,500,40300,7,bi-weekly,0,1,30,0.75417583275,0.7342569999999999,1
3097330,60,1650,2,10,900,79050,2,bi-weekly,0,1,28,0.6472503439999999,0.429979,1
9301398,55,1620,8,5,700,88700,6,semi-monthly,1,0,37,0.7604561755,0.827553,0
1681402,61,1860,1,2,700,66300,6,weekly,1,1,54,0.7985769524999999,0.720188,0
2033316,68,4807,3,2,700,58050,15,bi-weekly,1,1,41,0.56750826425,0.415144,0
5301325,65,5425,5,5,700,84200,2,bi-weekly,1,0,61,0.685391744,0.614436,0
4793740,43,5205,8,0,400,57400,3,bi-weekly,0,0,50,0.72507885775,0.662496,1
1389313,51,5295,8,8,500,68750,9,semi-monthly,0,1,25,0.6805640924999999,0.575497,1
4920974,30,6670,1,8,1000,67050,14,weekly,1,0,38,0.6401205895,0.550921,1
2234794,53,3635,6,6,2400,85000,5,bi-weekly,0,1,30,0.6973121272499999,0.611628,1
8236239,35,6635,7,2,600,48000,14,semi-monthly,0,1,42,0.682922879,0.662299,0
9088322,34,5240,0,3,2500,68500,5,bi-weekly,0,1,55,0.5959375975,0.429224,1
1471825,50,2005,3,2,800,64500,4,bi-weekly,1,0,38,0.65103160175,0.404959,1
3475044,37,6565,5,3,800,72600,5,monthly,0,1,42,0.7937756457499999,0.737361,1
6554730,38,2185,2,4,700,57200,5,bi-weekly,0,1,56,0.65498062075,0.757001,1
2681656,61,6090,3,4,600,81650,3,bi-weekly,1,0,26,0.7401918362500001,0.714163,0
1285932,50,4595,2,10,1100,69950,3,bi-weekly,0,1,54,0.7798277832499999,0.8276129999999999,0
9542787,38,4360,3,1,800,59150,3,monthly,0,1,38,0.657902408,0.514013,1
8365046,38,5065,6,3,2900,44200,4,monthly,1,1,75,0.627224601,0.38688,1
8722119,51,5230,3,2,850,88100,5,bi-weekly,1,1,37,0.6681512837500001,0.535443,1
3007275,37,3135,3,2,600,56500,3,bi-weekly,0,1,1,0.7257062252500001,0.568832,1
2503278,46,2675,5,2,600,67850,5,semi-monthly,0,1,87,0.8436140755,0.767249,1
8886271,53,3175,1,1,1200,34150,7,bi-weekly,1,0,38,0.543419233,0.578757,0
5264860,43,3685,7,3,1200,34200,8,weekly,0,1,37,0.666481855,0.5264409999999999,0
6279636,23,3770,3,2,1200,59550,5,bi-weekly,0,1,74,0.7156920724999999,0.718188,1
5155401,24,2180,6,0,550,38200,3,weekly,0,1,27,0.78589510375,0.844938,1
7932741,37,3355,1,3,600,33400,21,weekly,1,1,40,0.6815814035,0.48586599999999996,0
5025825,64,3150,3,1,650,91450,6,bi-weekly,1,1,38,0.7602220747499999,0.760142,1
3927081,22,2210,4,3,600,71300,6,weekly,0,1,50,0.8171425515,0.7715609999999999,1
9563937,51,3600,3,3,1100,81450,6,bi-weekly,1,1,74,0.7009083945,0.7435560000000001,0
3391291,36,4055,5,3,1200,73550,6,bi-weekly,0,0,38,0.756021097,0.702887,0
1668693,48,3350,1,1,1100,31950,14,weekly,1,1,32,0.732069292,0.626002,0
4057997,25,3019,1,1,700,76400,3,bi-weekly,1,0,38,0.68822858375,0.792085,1
1423581,47,1555,4,2,400,44800,3,semi-monthly,1,1,31,0.8306883227499999,0.772843,1
6505254,46,4757,1,4,600,34700,10,bi-weekly,0,1,39,0.7713142420000001,0.472621,0
4371197,60,3855,2,3,1150,72400,4,weekly,1,1,29,0.76460390175,0.819508,1
8669701,29,2425,2,0,500,53500,14,bi-weekly,0,1,28,0.7580982615,0.53262,0
1787305,51,8075,2,2,1700,71000,5,bi-weekly,1,1,40,0.805370731,0.7298069999999999,1
9885361,46,3410,3,2,800,60550,6,weekly,0,1,38,0.8267307720000001,0.666649,1
8351955,61,3015,2,6,600,56700,4,monthly,0,0,26,0.641797905,0.5752379999999999,0
4864273,54,3625,3,6,800,47400,8,bi-weekly,1,1,14,0.625211709,0.630161,1
2447995,30,3830,4,4,800,45000,13,weekly,0,1,0,0.68769450025,0.699752,1
8105042,32,3650,4,2,650,83500,2,bi-weekly,0,1,98,0.749505849,0.671555,0
4478593,28,1850,1,2,400,49950,3,bi-weekly,0,1,62,0.7639714255,0.783634,0
6119936,64,3115,4,6,800,53850,4,weekly,0,1,54,0.7741654984999999,0.639861,0
8396121,46,1985,3,9,600,40050,4,bi-weekly,0,1,44,0.597042027,0.639791,0
7887946,42,2685,1,4,400,62800,7,bi-weekly,0,1,75,0.8418195114999999,0.770083,1
5152437,44,6265,3,3,900,69800,4,weekly,1,1,50,0.7226926147499999,0.5622739999999999,1
8178994,26,3000,4,4,700,51900,7,bi-weekly,0,1,13,0.61295858675,0.384929,1
3697306,58,9155,6,9,700,64200,6,semi-monthly,1,1,55,0.5295230985,0.443812,0
1479287,36,8240,6,3,3100,71350,7,bi-weekly,0,1,62,0.6580152262500001,0.730917,0
9604519,62,3185,5,5,400,55800,27,weekly,1,1,12,0.69379972875,0.830356,0
3013928,40,5010,3,3,2200,83050,6,bi-weekly,1,1,50,0.54427888,0.6389020000000001,1
5639916,31,5005,3,2,2400,50400,8,bi-weekly,0,1,29,0.692905275,0.544324,0
7667351,40,5010,3,3,1200,76750,3,bi-weekly,0,1,42,0.6510587480000001,0.611577,0
9070263,54,2515,2,2,900,82700,3,bi-weekly,1,1,29,0.643872052,0.609615,0
6601170,53,3856,3,1,600,38500,3,weekly,0,1,49,0.7355500785,0.53885,0
7598257,46,2735,3,9,500,33600,8,bi-weekly,0,1,13,0.57134517525,0.552878,1
6201348,27,5110,3,3,600,50300,8,bi-weekly,0,1,55,0.6547766692500001,0.6519010000000001,1
2761222,29,3150,10,4,450,31800,6,weekly,1,1,30,0.6780521995000001,0.589807,1
4359874,35,2975,1,2,400,34450,4,weekly,0,1,26,0.7948951799999999,0.632022,1
8927186,34,1730,9,5,2000,64500,3,bi-weekly,1,0,129,0.724857853,0.637516,1
1133714,32,3225,2,2,400,37900,9,weekly,1,0,38,0.79800364525,0.698574,0
5366117,41,5070,3,2,1600,62450,17,bi-weekly,1,1,41,0.6915522615,0.492537,1
8134498,37,5205,5,1,1100,69000,5,bi-weekly,1,1,85,0.80643300075,0.7669509999999999,0
9481293,58,2780,4,3,800,85650,2,bi-weekly,1,1,50,0.8363635007499999,0.61516,0
3431601,58,3285,2,2,2400,74500,4,semi-monthly,0,1,30,0.6561301454999999,0.682451,1
2325851,46,5175,2,3,1900,82450,3,bi-weekly,1,1,88,0.68441344975,0.461525,0
9638461,63,5280,0,10,650,76050,18,semi-monthly,1,1,55,0.77520964075,0.609687,0
6199388,23,4025,1,1,1100,77400,3,bi-weekly,0,1,98,0.7995434472499999,0.704534,0
4040059,44,1715,4,2,400,55200,5,monthly,0,0,54,0.63362255725,0.408356,0
8068897,26,4715,4,2,500,62700,4,weekly,1,1,18,0.79831778925,0.785025,0
4377056,41,1615,3,1,600,50800,6,weekly,0,1,37,0.6817092945000001,0.480782,0
5468240,58,3190,2,1,500,35400,10,bi-weekly,0,1,1,0.7831018594999999,0.74837,1
8293752,26,3055,4,8,600,51550,6,bi-weekly,1,1,38,0.73716373825,0.830166,0
7836801,52,3185,3,4,700,70050,2,monthly,0,1,27,0.6756854475,0.657039,0
7006244,52,5260,3,4,1600,80000,16,bi-weekly,0,1,40,0.67369226075,0.51677,1
6984744,43,2720,7,7,800,65700,5,semi-monthly,0,1,86,0.84114792975,0.643913,0
1545293,56,9255,3,2,2800,78050,17,semi-monthly,1,0,17,0.65677959025,0.540773,1
7267959,28,3150,3,3,400,61900,6,bi-weekly,0,1,42,0.65887291225,0.7531129999999999,1
8481477,28,3460,1,3,600,56200,6,monthly,0,0,50,0.69857256875,0.6163310000000001,0
6003430,54,2675,6,6,1200,74150,5,semi-monthly,1,1,30,0.6442597999999999,0.745332,1
9773634,36,3130,6,9,1200,49600,9,bi-weekly,0,1,42,0.6824647115,0.5902609999999999,0
7121387,44,2555,2,1,800,61300,8,weekly,1,1,51,0.8136667772499999,0.787585,1
3181238,31,3280,1,1,550,65550,3,bi-weekly,0,1,37,0.67745694525,0.672037,1
2520068,48,2670,6,6,400,47500,4,bi-weekly,0,0,85,0.76354042075,0.550027,1
4337362,53,9352,11,4,500,80300,5,bi-weekly,1,1,98,0.81978988325,0.722488,1
4200238,41,2850,2,1,800,66900,8,bi-weekly,1,1,1,0.73166820125,0.560879,1
7245180,50,5175,1,2,400,41800,9,bi-weekly,0,1,33,0.64502864675,0.5534779999999999,0
5415693,45,5983,11,3,3300,89000,3,weekly,1,1,129,0.784506176,0.704064,1
8530703,52,4155,4,3,1050,61700,5,weekly,0,1,31,0.64794919225,0.593689,1
9502819,30,2105,1,0,1100,63800,10,bi-weekly,1,1,49,0.7253493980000001,0.798613,0
2585901,42,3125,4,6,1200,56700,8,bi-weekly,1,1,43,0.7867146112500001,0.781388,0
3777669,28,4020,3,4,400,79650,4,weekly,0,1,86,0.7836881135,0.7362059999999999,1
5670188,48,2640,1,0,700,78000,3,bi-weekly,0,0,38,0.8270008385000001,0.543966,1
7976771,34,3540,3,2,600,32900,4,bi-weekly,1,1,45,0.6826913465000001,0.7277180000000001,0
9534877,50,5195,3,3,600,70500,3,monthly,0,0,50,0.66049767525,0.641823,1
2163118,59,4730,2,1,800,53650,8,bi-weekly,1,0,37,0.70198350125,0.7078990000000001,1
4183915,43,1695,7,2,400,71150,5,bi-weekly,0,1,86,0.78800958825,0.8854690000000001,0
7277598,32,3220,4,6,650,67750,9,weekly,0,0,38,0.7486800117500001,0.8023,1
6433638,33,5076,2,2,700,42600,14,bi-weekly,0,1,30,0.7309040445,0.563755,1
5064529,33,1670,3,1,1000,52950,2,bi-weekly,0,0,17,0.79027009425,0.65466,0
6195468,34,2610,2,8,700,51050,5,bi-weekly,1,0,25,0.64081295875,0.58975,0
6778221,48,3105,5,4,1200,65900,6,bi-weekly,0,1,62,0.8232266452499999,0.737816,0
4795264,37,2610,2,9,900,62850,7,bi-weekly,0,1,26,0.6871414145,0.773196,1
8398278,42,5650,4,1,500,60200,8,weekly,0,1,54,0.7211866714999999,0.7350099999999999,0
1122180,34,4540,6,6,900,69150,7,bi-weekly,1,1,2,0.82917194875,0.545912,1
7497510,32,5126,3,8,500,65850,4,semi-monthly,1,0,38,0.59291853225,0.41698,0
5011841,60,1780,4,2,800,61650,18,bi-weekly,1,1,14,0.57911214975,0.53309,0
4272330,37,4560,6,5,1100,55600,10,bi-weekly,0,1,98,0.75699429325,0.641446,0
7004602,40,2620,4,5,700,52350,3,bi-weekly,1,0,61,0.6521875942500001,0.740845,0
2305215,36,2000,3,2,900,72650,6,bi-weekly,0,1,37,0.7784679267500001,0.718908,1
4010496,25,6255,4,2,400,41100,6,weekly,0,1,86,0.7729676032499999,0.5491510000000001,1
1585103,39,3575,3,2,400,50500,7,bi-weekly,0,1,57,0.63055847125,0.5835239999999999,1
9455251,49,3130,7,6,900,67550,2,weekly,0,1,43,0.63471462375,0.5990679999999999,0
4124856,58,4590,4,0,1100,45800,4,bi-weekly,1,1,40,0.6688133895,0.613384,0
4903905,46,2510,5,4,450,67900,8,bi-weekly,0,1,29,0.7656035587500001,0.706283,1
1668050,46,3230,2,3,1100,75450,4,semi-monthly,1,0,50,0.76308212975,0.5893919999999999,1
7758665,33,3745,5,5,700,46800,13,bi-weekly,1,1,42,0.6048711405,0.620487,0
2181129,58,1705,1,6,400,80200,5,weekly,1,1,14,0.74031633475,0.7510560000000001,0
2137057,67,7080,5,2,3300,85350,6,weekly,1,1,54,0.7930504352500001,0.714399,1
7494666,55,6690,5,3,2000,68650,3,semi-monthly,0,0,42,0.553373197,0.370631,1
2719925,23,3195,0,10,400,48450,7,bi-weekly,0,1,21,0.6704893802499999,0.619715,1
1996649,64,2600,3,2,900,82700,13,bi-weekly,0,0,50,0.7479682772499999,0.661251,0
9768003,47,6265,1,0,1100,62850,3,bi-weekly,0,1,26,0.67219898225,0.624765,1
1638614,37,4290,8,7,600,78050,7,bi-weekly,1,1,88,0.68522975425,0.49890999999999996,0
9627711,31,5565,3,4,2400,73200,5,bi-weekly,0,1,40,0.70233026375,0.569383,1
3668160,57,5085,5,1,1050,82700,5,weekly,1,1,42,0.74857965675,0.7761709999999999,1
5488976,23,2555,2,1,550,70350,1,semi-monthly,0,1,31,0.69770635975,0.686335,1
3141572,21,2655,3,2,800,71900,6,bi-weekly,0,1,41,0.6936933602500001,0.583016,1
2130650,31,6065,6,2,600,53100,5,semi-monthly,0,0,98,0.8657075165,0.6967920000000001,0
7262272,35,4942,4,1,600,32000,5,bi-weekly,1,1,50,0.745922555,0.601745,0
8681896,76,2585,6,5,1700,78050,3,bi-weekly,0,1,86,0.79470758925,0.711109,1
3455358,40,3505,5,6,600,97100,3,weekly,1,1,62,0.8108059265,0.7322420000000001,1
6473999,59,2610,7,7,500,90150,2,bi-weekly,0,1,97,0.73374760325,0.614658,1
5742808,57,3030,1,9,900,60900,2,semi-monthly,0,1,88,0.6918631955,0.633463,1
2674324,25,2405,4,8,600,47400,5,bi-weekly,1,1,15,0.50893769225,0.509149,1
6972661,70,2770,2,0,600,88650,4,bi-weekly,0,1,26,0.7886160375,0.628285,0
1344982,49,6505,6,2,500,58150,5,bi-weekly,0,1,42,0.7657197014999999,0.7822739999999999,1
4991361,42,5840,5,0,1200,55550,4,semi-monthly,0,1,49,0.77041544025,0.497828,1
5295712,25,3225,3,3,700,58850,3,weekly,1,1,51,0.69822995775,0.602446,1
8713649,57,6795,1,9,400,85250,5,weekly,1,0,27,0.76960271325,0.832068,0
3806699,54,4970,3,2,500,69450,3,bi-weekly,0,1,15,0.64821062975,0.353309,0
2589583,38,2055,6,3,700,63250,4,monthly,0,1,28,0.7493994764999999,0.8180799999999999,0
3903414,32,2035,2,6,1100,79550,6,bi-weekly,1,1,42,0.77706996575,0.566924,0
8200135,39,6992,3,0,450,40950,9,weekly,1,1,38,0.79951319425,0.758427,1
7872722,30,3660,7,1,900,63450,2,weekly,0,1,38,0.7361941412499999,0.562653,1
2296766,27,3255,5,8,350,64450,4,weekly,0,1,30,0.6928438754999999,0.549308,1
3761494,52,3325,3,9,900,46200,4,weekly,1,1,97,0.69928288725,0.552871,0
4272505,56,3060,3,2,500,74250,6,monthly,1,1,62,0.680991872,0.670774,1
8824308,40,3165,3,3,700,31200,14,bi-weekly,1,1,54,0.7061757885,0.607691,1
5122138,55,3455,1,0,400,75300,3,weekly,0,0,38,0.7030571485000001,0.657079,0
4981167,56,4610,6,3,400,76300,4,weekly,0,1,42,0.7320704935,0.668955,1
1520230,54,3565,1,7,700,55000,4,weekly,1,1,99,0.70877048875,0.5038189999999999,0
5901648,50,3570,3,2,600,42800,3,bi-weekly,0,0,61,0.7412930042500001,0.467253,0
1409931,48,6240,4,2,1200,38550,12,bi-weekly,1,1,16,0.6955342815,0.528995,0
